Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Transaction_Amount_log,Satisfaction_Score,Feedback_Comments,Likelihood_to_Recommend
2206,357,2023-04-02 21:00:00,4254.0,Investment,8.355850041007475,10.0,Needs improvement,9
2207,957,2023-04-02 22:00:00,4916.0,Purchase,8.50045386741194,10.0,Unsatisfactory,2
2208,843,2023-04-02 23:00:00,37.0,Purchase,3.6375861597263857,10.0,Unsatisfactory,8
2209,439,2023-04-03 00:00:00,3501.0,Bill Payment,8.161089512845797,10.0,Very satisfied,3
2210,331,2023-04-03 01:00:00,4271.0,Bill Payment,8.35983738064003,9.0,Very satisfied,7
2211,525,2023-04-03 02:00:00,1183.0,Loan Payment,7.076653815443951,8.0,Good service,3
2212,654,2023-04-03 03:00:00,348.0,Bill Payment,5.855071922202427,10.0,Good service,10
2213,188,2023-04-03 04:00:00,1078.0,Bill Payment,6.983789965258135,8.0,Good service,1
2214,968,2023-04-03 05:00:00,851.0,Bill Payment,6.747586526829315,10.0,Needs improvement,4
2215,281,2023-04-03 06:00:00,4294.0,Bill Payment,8.365206834418355,10.0,Very satisfied,2
2216,511,2023-04-03 07:00:00,4756.0,Loan Payment,8.467372496432281,10.0,Needs improvement,3
2217,466,2023-04-03 08:00:00,303.0,Bill Payment,5.717027701406222,10.0,Very satisfied,9
2218,115,2023-04-03 09:00:00,1867.0,Investment,7.532623618788788,7.0,Good service,7
2219,940,2023-04-03 10:00:00,1332.0,Investment,7.195187320178709,8.0,Very satisfied,1
2220,236,2023-04-03 11:00:00,1657.0,Loan Payment,7.4133673356952405,10.0,Good service,10
2221,338,2023-04-03 12:00:00,4908.0,Bill Payment,8.498825534058053,10.0,Unsatisfactory,3
2222,522,2023-04-03 13:00:00,3630.0,Investment,8.197263371414335,9.0,Unsatisfactory,9
2223,199,2023-04-03 14:00:00,4536.0,Purchase,8.420021279663963,6.0,Unsatisfactory,5
2224,764,2023-04-03 15:00:00,3104.0,Investment,8.040768994367578,8.0,Good service,6
2225,50,2023-04-03 16:00:00,3501.0,Bill Payment,8.161089512845797,6.0,Unsatisfactory,4
2226,940,2023-04-03 17:00:00,3505.0,Investment,8.16223106548118,8.0,Very satisfied,1
2227,142,2023-04-03 18:00:00,4592.0,Purchase,8.432288684325794,9.0,Unsatisfactory,2
2228,783,2023-04-03 19:00:00,3811.0,Investment,8.245909264774093,10.0,Needs improvement,1
2229,528,2023-04-03 20:00:00,98.0,Bill Payment,4.59511985013459,10.0,Very satisfied,9
2230,514,2023-04-03 21:00:00,4376.0,Purchase,8.384118837190895,10.0,Good service,1
2231,670,2023-04-03 22:00:00,1966.0,Loan Payment,7.584264818389059,6.0,Needs improvement,6
2232,30,2023-04-03 23:00:00,909.0,Purchase,6.813444599510896,9.0,Good service,10
2233,82,2023-04-04 00:00:00,3487.0,Investment,8.15708378502887,5.0,Very satisfied,4
2234,31,2023-04-04 01:00:00,1754.0,Loan Payment,7.470224135899966,9.0,Good service,8
2235,748,2023-04-04 02:00:00,4383.0,Purchase,8.385716828627851,10.0,Good service,9
2236,333,2023-04-04 03:00:00,2263.0,Purchase,7.724888439323074,6.0,Good service,2
2237,660,2023-04-04 04:00:00,3671.0,Purchase,8.20849175174038,10.0,Good service,10
2238,177,2023-04-04 05:00:00,2970.0,Bill Payment,7.9966538754626075,10.0,Good service,7
2239,370,2023-04-04 06:00:00,1643.0,Loan Payment,7.404887575616125,10.0,Very satisfied,1
2240,547,2023-04-04 07:00:00,871.0,Loan Payment,6.77078942390898,9.0,Needs improvement,3
2241,535,2023-04-04 08:00:00,4711.0,Purchase,8.457867725331422,8.0,Unsatisfactory,7
2242,106,2023-04-04 09:00:00,1023.0,Loan Payment,6.931471805599453,9.0,Unsatisfactory,1
2243,97,2023-04-04 10:00:00,3309.0,Investment,8.104703468371108,10.0,Good service,7
2244,230,2023-04-04 11:00:00,1516.0,Investment,7.324489979348532,6.0,Good service,1
2245,227,2023-04-04 12:00:00,3215.0,Purchase,8.075893630298857,10.0,Unsatisfactory,1
2246,371,2023-04-04 13:00:00,4813.0,Investment,8.479283618343016,2.0,Good service,2
2247,100,2023-04-04 14:00:00,987.0,Purchase,6.895682697747868,9.0,Good service,10
2248,445,2023-04-04 15:00:00,3471.0,Investment,8.15248607578024,10.0,Very satisfied,2
2249,468,2023-04-04 16:00:00,1827.0,Purchase,7.510977752014095,9.0,Good service,7
2250,55,2023-04-04 17:00:00,3694.0,Purchase,8.214735833382303,8.0,Needs improvement,7
2251,195,2023-04-04 18:00:00,4068.0,Loan Payment,8.31115254800169,5.0,Unsatisfactory,6
2252,520,2023-04-04 19:00:00,2644.0,Loan Payment,7.8804263442924,7.0,Very satisfied,5
2253,424,2023-04-04 20:00:00,4911.0,Purchase,8.499436469826978,8.0,Unsatisfactory,10
2254,315,2023-04-04 21:00:00,4825.0,Loan Payment,8.481773246184977,7.0,Unsatisfactory,7
2255,128,2023-04-04 22:00:00,3676.0,Loan Payment,8.209852481301272,6.0,Unsatisfactory,10
2256,32,2023-04-04 23:00:00,958.0,Bill Payment,6.8658910748834385,10.0,Needs improvement,4
2257,93,2023-04-05 00:00:00,483.0,Investment,6.182084906716632,10.0,Very satisfied,2
2258,519,2023-04-05 01:00:00,577.0,Loan Payment,6.359573868672378,9.0,Needs improvement,5
2259,258,2023-04-05 02:00:00,3442.0,Purchase,8.144098463338524,4.0,Good service,1
2260,853,2023-04-05 03:00:00,4033.0,Bill Payment,8.302513718514158,9.0,Very satisfied,7
2261,902,2023-04-05 04:00:00,2268.0,Bill Payment,7.727094484779842,6.0,Unsatisfactory,9
2262,220,2023-04-05 05:00:00,3154.0,Loan Payment,8.056743774975313,9.0,Good service,3
2263,752,2023-04-05 06:00:00,4320.0,Purchase,8.371242135931933,10.0,Needs improvement,4
2264,106,2023-04-05 07:00:00,1992.0,Purchase,7.597396320212795,9.0,Unsatisfactory,1
2265,548,2023-04-05 08:00:00,1106.0,Purchase,7.009408932708637,9.0,Needs improvement,6
2266,416,2023-04-05 09:00:00,3580.0,Purchase,8.183397369998433,9.0,Good service,5
2267,557,2023-04-05 10:00:00,3400.0,Purchase,8.131824785007195,7.0,Good service,5
2268,810,2023-04-05 11:00:00,2682.0,Investment,7.894690850425624,8.0,Unsatisfactory,7
2269,309,2023-04-05 12:00:00,3656.0,Purchase,8.204398418149381,9.0,Needs improvement,5
2270,366,2023-04-05 13:00:00,2429.0,Purchase,7.795646536334594,10.0,Needs improvement,4
2271,521,2023-04-05 14:00:00,428900.0,Investment,12.968981402048069,7.0,Good service,10
2272,459,2023-04-05 15:00:00,3358.0,Loan Payment,8.119398589612294,7.0,Unsatisfactory,2
2273,599,2023-04-05 16:00:00,683.0,Bill Payment,6.52795791762255,6.0,Needs improvement,6
2274,370,2023-04-05 17:00:00,2812.0,Investment,7.9420068084898565,10.0,Very satisfied,1
2275,331,2023-04-05 18:00:00,2379.0,Bill Payment,7.77485576666552,9.0,Very satisfied,7
2276,689,2023-04-05 19:00:00,4540.0,Bill Payment,8.420902531097951,10.0,Good service,9
2277,642,2023-04-05 20:00:00,1076.0,Investment,6.981934677156389,6.0,Unsatisfactory,4
2278,707,2023-04-05 21:00:00,697.0,Purchase,6.548219102762372,10.0,Very satisfied,6
2279,11,2023-04-05 22:00:00,4993.0,Bill Payment,8.515992470839718,9.0,Good service,4
2280,818,2023-04-05 23:00:00,78.0,Purchase,4.3694478524670215,9.0,Good service,1
2281,507,2023-04-06 00:00:00,2113.0,Loan Payment,7.656337166430183,8.0,Needs improvement,10
2282,419,2023-04-06 01:00:00,429.0,Investment,6.063785208687608,10.0,Good service,7
2283,122,2023-04-06 02:00:00,4008.0,Bill Payment,8.296297112642508,10.0,Unsatisfactory,4
2284,911,2023-04-06 03:00:00,2607.0,Purchase,7.866338923046544,9.0,Very satisfied,7
2285,235,2023-04-06 04:00:00,4348.0,Bill Payment,8.37770121259764,10.0,Good service,1
2286,331,2023-04-06 05:00:00,2134.0,Loan Payment,7.666221925662725,9.0,Very satisfied,7
2287,543,2023-04-06 06:00:00,3902.0,Loan Payment,8.269500767180615,9.0,Excellent,3
2288,348,2023-04-06 07:00:00,449.0,Bill Payment,6.1092475827643655,8.0,Good service,4
2289,958,2023-04-06 08:00:00,1296.0,Investment,7.167809184316444,6.0,Needs improvement,7
2290,412,2023-04-06 09:00:00,1218.0,Loan Payment,7.105786129481271,7.0,Unsatisfactory,9
2291,224,2023-04-06 10:00:00,1088.0,Purchase,6.9930151229329605,10.0,Excellent,1
2292,153,2023-04-06 11:00:00,2573.0,Loan Payment,7.853216388156072,10.0,Excellent,6
2293,212,2023-04-06 12:00:00,3633.0,Purchase,8.198089248956116,8.0,Needs improvement,6
2294,92,2023-04-06 13:00:00,1263.0,Bill Payment,7.142036574706803,7.0,Needs improvement,6
2295,921,2023-04-06 14:00:00,3367.0,Purchase,8.122074375362217,10.0,Unsatisfactory,5
2296,331,2023-04-06 15:00:00,3219.0,Bill Payment,8.077136638538454,9.0,Very satisfied,7
2297,467,2023-04-06 16:00:00,0.0,Loan Payment,0.0,10.0,Unsatisfactory,4
2298,860,2023-04-06 17:00:00,624.0,Investment,6.437751649736401,7.0,Very satisfied,10
2299,641,2023-04-06 18:00:00,3088.0,Loan Payment,8.035602692918582,10.0,Excellent,3
2300,955,2023-04-06 19:00:00,2733.0,Loan Payment,7.913521017283895,4.0,Good service,9
2301,709,2023-04-06 20:00:00,3500.0,Loan Payment,8.160803920954665,8.0,Unsatisfactory,4
2302,970,2023-04-06 21:00:00,3553.0,Loan Payment,8.175829008714597,8.0,Good service,1
2303,554,2023-04-06 22:00:00,4525.0,Investment,8.417593826193484,10.0,Good service,4
2304,878,2023-04-06 23:00:00,1910.0,Loan Payment,7.555381944240273,10.0,Needs improvement,7
2305,930,2023-04-07 00:00:00,4381.0,Purchase,8.385260520155413,8.0,Good service,9
2306,228,2023-04-07 01:00:00,1722.0,Investment,7.45182223652793,10.0,Unsatisfactory,1
2307,194,2023-04-07 02:00:00,2339.0,Investment,7.757906208351747,3.0,Good service,7
2308,530,2023-04-07 03:00:00,3629.0,Purchase,8.196987927258897,15.5,Good service,10
2309,845,2023-04-07 04:00:00,1204.0,Bill Payment,7.094234845924755,9.0,Unsatisfactory,4
2310,243,2023-04-07 05:00:00,4916.0,Loan Payment,8.50045386741194,10.0,Very satisfied,9
2311,389,2023-04-07 06:00:00,1388.0,Investment,7.236339342754344,8.0,Needs improvement,9
2312,276,2023-04-07 07:00:00,1322.0,Loan Payment,7.187657164114956,10.0,Good service,5
2313,450,2023-04-07 08:00:00,2925.0,Loan Payment,7.98139158158007,7.0,Very satisfied,10
2314,639,2023-04-07 09:00:00,759.0,Purchase,6.633318433280377,10.0,Unsatisfactory,4
2315,587,2023-04-07 10:00:00,0.0,Purchase,0.0,9.0,Needs improvement,7
2316,574,2023-04-07 11:00:00,4705.0,Purchase,8.456593569287309,15.5,Good service,9
2317,478,2023-04-07 12:00:00,3992.0,Loan Payment,8.292298107063221,7.0,Good service,3
2318,480,2023-04-07 13:00:00,4634.0,Investment,8.441391477999955,7.0,Unsatisfactory,5
2319,288,2023-04-07 14:00:00,3847.0,Investment,8.255308811785596,10.0,Very satisfied,1
2320,698,2023-04-07 15:00:00,287.0,Bill Payment,5.662960480135946,10.0,Good service,8
2321,690,2023-04-07 16:00:00,4768.0,Loan Payment,8.469891918298224,10.0,Very satisfied,7
2322,678,2023-04-07 17:00:00,2568.0,Bill Payment,7.851271997109883,8.0,Needs improvement,2
2323,695,2023-04-07 18:00:00,0.0,Bill Payment,0.0,9.0,Good service,7
2324,540,2023-04-07 19:00:00,2171.0,Bill Payment,7.683403681053826,10.0,Unsatisfactory,2
2325,330,2023-04-07 20:00:00,4685.0,Bill Payment,8.452334619067742,5.0,Unsatisfactory,6
2326,470,2023-04-07 21:00:00,1399.0,Bill Payment,7.24422751560335,10.0,Good service,4
2327,759,2023-04-07 22:00:00,700.0,Loan Payment,6.55250788703459,10.0,Very satisfied,9
2328,849,2023-04-07 23:00:00,4742.0,Purchase,8.464425125877582,9.0,Good service,8
2329,534,2023-04-08 00:00:00,3478.0,Bill Payment,8.154500175151941,6.0,Unsatisfactory,1
2330,939,2023-04-08 01:00:00,1858.0,Investment,7.527793987721444,9.0,Excellent,9
2331,467,2023-04-08 02:00:00,4928.0,Loan Payment,8.502891406705377,10.0,Unsatisfactory,4
2332,977,2023-04-08 03:00:00,4980.0,Bill Payment,8.513385953073284,9.0,Unsatisfactory,5
2333,984,2023-04-08 04:00:00,3826.0,Investment,8.249836485425702,10.0,Very satisfied,10
2334,420,2023-04-08 05:00:00,949.0,Bill Payment,6.856461984594587,10.0,Good service,9
2335,608,2023-04-08 06:00:00,0.0,Purchase,0.0,10.0,Good service,7
2336,122,2023-04-08 07:00:00,3319.0,Loan Payment,8.107720061910534,10.0,Unsatisfactory,4
2337,762,2023-04-08 08:00:00,2060.0,Purchase,7.630946580890459,4.0,Very satisfied,4
2338,891,2023-04-08 09:00:00,1756.0,Investment,7.471363088187097,10.0,Very satisfied,7
2339,308,2023-04-08 10:00:00,2461.0,Bill Payment,7.808729306744399,2.0,Very satisfied,1
2340,932,2023-04-08 11:00:00,34.0,Purchase,3.5553480614894135,9.0,Very satisfied,2
2341,924,2023-04-08 12:00:00,2566.0,Purchase,7.8504931808711405,8.0,Unsatisfactory,9
2342,334,2023-04-08 13:00:00,70.0,Bill Payment,4.2626798770413155,9.0,Good service,9
2343,954,2023-04-08 14:00:00,132.0,Loan Payment,4.890349128221754,10.0,Good service,9
2344,420,2023-04-08 15:00:00,2112.0,Investment,7.655864017616056,10.0,Good service,9
2345,326,2023-04-08 16:00:00,1196.0,Loan Payment,7.087573705557973,6.0,Unsatisfactory,1
2346,649,2023-04-08 17:00:00,1740.0,Investment,7.462214939768189,10.0,Unsatisfactory,2
2347,789,2023-04-08 18:00:00,4651.0,Investment,8.445052513638554,5.0,Good service,10
2348,832,2023-04-08 19:00:00,4099.0,Purchase,8.318742252692399,8.0,Excellent,1
2349,844,2023-04-08 20:00:00,2482.0,Bill Payment,7.817222785508166,9.0,Very satisfied,6
2350,573,2023-04-08 21:00:00,2975.0,Loan Payment,7.998335395952982,10.0,Very satisfied,3
2351,250,2023-04-08 22:00:00,2287.0,Purchase,7.7354333524996886,7.0,Good service,5
2352,990,2023-04-08 23:00:00,4097.0,Purchase,8.318254328798846,10.0,Very satisfied,9
2353,95,2023-04-09 00:00:00,2974.0,Purchase,7.99799931797973,8.0,Good service,5
2354,296,2023-04-09 01:00:00,1320.0,Loan Payment,7.186144304522325,6.0,Very satisfied,3
2355,184,2023-04-09 02:00:00,164.0,Purchase,5.10594547390058,10.0,Good service,7
2356,260,2023-04-09 03:00:00,2222.0,Bill Payment,7.706612913964197,10.0,Unsatisfactory,2
2357,799,2023-04-09 04:00:00,3263.0,Purchase,8.090708716083997,10.0,Good service,9
2358,667,2023-04-09 05:00:00,1272.0,Purchase,7.149131598557407,10.0,Unsatisfactory,2
2359,186,2023-04-09 06:00:00,1372.0,Investment,7.224753405767971,7.0,Needs improvement,3
2360,409,2023-04-09 07:00:00,947.0,Purchase,6.854354502255021,9.0,Needs improvement,8
2361,69,2023-04-09 08:00:00,521.0,Loan Payment,6.257667587882639,8.0,Unsatisfactory,9
2362,838,2023-04-09 09:00:00,196.0,Loan Payment,5.2832037287379885,6.0,Needs improvement,4
2363,773,2023-04-09 10:00:00,1855.0,Bill Payment,7.526178913346146,10.0,Good service,6
2364,627,2023-04-09 11:00:00,1712.0,Loan Payment,7.44600149832412,8.0,Very satisfied,4
2365,859,2023-04-09 12:00:00,400.0,Loan Payment,5.993961427306569,9.0,Excellent,4
2366,8,2023-04-09 13:00:00,664.0,Purchase,6.499787040655854,8.0,Good service,1
2367,265,2023-04-09 14:00:00,4281.0,Bill Payment,8.362175469149628,9.0,Good service,6
2368,783,2023-04-09 15:00:00,2831.0,Loan Payment,7.94873845481361,10.0,Needs improvement,1
2369,484,2023-04-09 16:00:00,773.0,Bill Payment,6.651571873589727,6.0,Needs improvement,4
2370,761,2023-04-09 17:00:00,3410.0,Bill Payment,8.134760782418645,7.0,Good service,7
2371,617,2023-04-09 18:00:00,4816.0,Investment,8.479906606630221,10.0,Very satisfied,4
2372,775,2023-04-09 19:00:00,3277.0,Investment,8.094988759303774,10.0,Needs improvement,10
2373,736,2023-04-09 20:00:00,1095.0,Purchase,6.999422467507961,9.0,Needs improvement,3
2374,840,2023-04-09 21:00:00,1939.0,Loan Payment,7.570443252057374,10.0,Needs improvement,3
2375,371,2023-04-09 22:00:00,4386.0,Purchase,8.386400901166214,2.0,Good service,2
2376,783,2023-04-09 23:00:00,1973.0,Purchase,7.587817219993427,10.0,Needs improvement,1
2377,677,2023-04-10 00:00:00,1795.0,Bill Payment,7.493317248862145,9.0,Good service,1
2378,83,2023-04-10 01:00:00,2284.0,Bill Payment,7.734121303328305,8.0,Very satisfied,5
2379,807,2023-04-10 02:00:00,2696.0,Bill Payment,7.89989532313973,10.0,Very satisfied,5
2380,646,2023-04-10 03:00:00,2978.0,Purchase,7.999342952713282,7.0,Good service,3
2381,211,2023-04-10 04:00:00,4582.0,Loan Payment,8.430109084509125,10.0,Very satisfied,9
2382,313,2023-04-10 05:00:00,725.0,Purchase,6.587550014824796,10.0,Very satisfied,6
2383,604,2023-04-10 06:00:00,252.0,Purchase,5.53338948872752,10.0,Needs improvement,3
2384,337,2023-04-10 07:00:00,0.0,Purchase,0.0,7.0,Unsatisfactory,5
2385,490,2023-04-10 08:00:00,1533.0,Investment,7.335633981927201,8.0,Excellent,8
2386,403,2023-04-10 09:00:00,847.0,Investment,6.742880635791903,10.0,Unsatisfactory,4
2387,639,2023-04-10 10:00:00,3333.0,Loan Payment,8.111928063310739,10.0,Unsatisfactory,4
2388,191,2023-04-10 11:00:00,2963.0,Investment,7.994294986415977,9.0,Good service,8
2389,671,2023-04-10 12:00:00,1355.0,Purchase,7.212294468500341,9.0,Needs improvement,3
2390,843,2023-04-10 13:00:00,2433.0,Investment,7.797291273547472,10.0,Unsatisfactory,8
2391,335,2023-04-10 14:00:00,2038.0,Investment,7.620214770574455,7.0,Excellent,8
2392,522,2023-04-10 15:00:00,1442.0,Purchase,7.274479558773871,9.0,Unsatisfactory,9
2393,619,2023-04-10 16:00:00,249.0,Loan Payment,5.521460917862246,8.0,Good service,2
2394,87,2023-04-10 17:00:00,148.0,Investment,5.003946305945459,8.0,Very satisfied,10
2395,579,2023-04-10 18:00:00,3203.0,Purchase,8.07215530818825,8.0,Unsatisfactory,9
2396,62,2023-04-10 19:00:00,429.0,Purchase,6.063785208687608,8.0,Good service,5
2397,387,2023-04-10 20:00:00,313.0,Purchase,5.749392985908253,7.0,Needs improvement,9
2398,146,2023-04-10 21:00:00,2172.0,Bill Payment,7.6838639802564295,5.0,Unsatisfactory,9
2399,153,2023-04-10 22:00:00,2036.0,Purchase,7.619233416226805,10.0,Excellent,6
2400,619,2023-04-10 23:00:00,4112.0,Investment,8.321907968230423,8.0,Good service,2
2401,660,2023-04-11 00:00:00,2236.0,Investment,7.71289096149013,10.0,Good service,10
2402,698,2023-04-11 01:00:00,1178.0,Purchase,7.072421900537371,10.0,Good service,8
2403,349,2023-04-11 02:00:00,425.0,Bill Payment,6.054439346269371,3.0,Needs improvement,10
2404,854,2023-04-11 03:00:00,2723.0,Bill Payment,7.909856667269403,10.0,Excellent,9
2405,178,2023-04-11 04:00:00,159.0,Bill Payment,5.075173815233827,7.0,Unsatisfactory,8
2406,889,2023-04-11 05:00:00,0.0,Investment,0.0,8.0,Very satisfied,3
2407,847,2023-04-11 06:00:00,0.0,Bill Payment,0.0,9.0,Needs improvement,4
2408,487,2023-04-11 07:00:00,1706.0,Loan Payment,7.442492722794441,9.0,Good service,10
2409,778,2023-04-11 08:00:00,4349.0,Loan Payment,8.37793112408273,7.0,Very satisfied,6
2410,661,2023-04-11 09:00:00,1920.0,Bill Payment,7.560601162768557,10.0,Unsatisfactory,4
2411,247,2023-04-11 10:00:00,1431.0,Loan Payment,7.266827347520591,6.0,Excellent,4
2412,254,2023-04-11 11:00:00,4984.0,Purchase,8.514188682395938,7.0,Very satisfied,6
2413,500,2023-04-11 12:00:00,3011.0,Bill Payment,8.010359588919783,7.0,Very satisfied,9
2414,541,2023-04-11 13:00:00,1330.0,Bill Payment,7.193685818395112,10.0,Unsatisfactory,1
2415,352,2023-04-11 14:00:00,4045.0,Bill Payment,8.305484017727691,8.0,Unsatisfactory,7
2416,512,2023-04-11 15:00:00,1533.0,Purchase,7.335633981927201,10.0,Very satisfied,4
2417,778,2023-04-11 16:00:00,3888.0,Purchase,8.265907334155747,7.0,Very satisfied,6
2418,13,2023-04-11 17:00:00,562.0,Bill Payment,6.333279628139691,10.0,Excellent,6
2419,559,2023-04-11 18:00:00,3766.0,Investment,8.23403420769204,10.0,Good service,10
2420,151,2023-04-11 19:00:00,3681.0,Investment,8.211211361793023,9.0,Very satisfied,8
2421,50,2023-04-11 20:00:00,491.0,Loan Payment,6.198478716492308,6.0,Unsatisfactory,4
2422,215,2023-04-11 21:00:00,609.0,Purchase,6.413458957167357,9.0,Unsatisfactory,9
2423,991,2023-04-11 22:00:00,1174.0,Loan Payment,7.069023426578259,9.0,Needs improvement,7
2424,644,2023-04-11 23:00:00,4688.0,Loan Payment,8.452974619089586,8.0,Very satisfied,10
2425,372,2023-04-12 00:00:00,4242.0,Bill Payment,8.353025845202325,8.0,Excellent,9
2426,113,2023-04-12 01:00:00,1013.0,Investment,6.921658184151129,10.0,Good service,10
2427,252,2023-04-12 02:00:00,1992.0,Loan Payment,7.597396320212795,8.0,Very satisfied,5
2428,963,2023-04-12 03:00:00,1644.0,Bill Payment,7.405495663199472,9.0,Very satisfied,8
2429,341,2023-04-12 04:00:00,3007.0,Purchase,8.00903068506973,10.0,Very satisfied,5
2430,53,2023-04-12 05:00:00,696.0,Loan Payment,6.546785410760524,8.0,Unsatisfactory,3
2431,130,2023-04-12 06:00:00,3424.0,Investment,8.138856750696325,8.0,Good service,2
2432,836,2023-04-12 07:00:00,1769.0,Purchase,7.478734825567875,10.0,Good service,6
2433,193,2023-04-12 08:00:00,4947.0,Bill Payment,8.506738733512378,10.0,Unsatisfactory,1
2434,591,2023-04-12 09:00:00,2490.0,Purchase,7.820439515262181,10.0,Good service,5
2435,57,2023-04-12 10:00:00,1347.0,Loan Payment,7.206377291472252,8.0,Very satisfied,2
2436,97,2023-04-12 11:00:00,124.0,Purchase,4.8283137373023015,10.0,Good service,7
2437,198,2023-04-12 12:00:00,3967.0,Purchase,8.286017468404763,10.0,Needs improvement,7
2438,647,2023-04-12 13:00:00,578.0,Purchase,6.361302477572996,10.0,Very satisfied,5
2439,147,2023-04-12 14:00:00,1563.0,Investment,7.355001921105257,6.0,Very satisfied,10
2440,684,2023-04-12 15:00:00,2699.0,Loan Payment,7.90100705199242,9.0,Good service,1
2441,575,2023-04-12 16:00:00,4600.0,Bill Payment,8.434028950155469,10.0,Unsatisfactory,1
2442,577,2023-04-12 17:00:00,3350.0,Investment,8.11701408773731,8.0,Unsatisfactory,1
2443,295,2023-04-12 18:00:00,2998.0,Loan Payment,8.00603417874901,9.0,Very satisfied,2
2444,723,2023-04-12 19:00:00,3161.0,Bill Payment,8.058960017769417,9.0,Good service,7
2445,621,2023-04-12 20:00:00,3537.0,Bill Payment,8.17131687471973,10.0,Needs improvement,10
2446,794,2023-04-12 21:00:00,0.0,Bill Payment,0.0,9.0,Good service,9
2447,684,2023-04-12 22:00:00,831.0,Loan Payment,6.723832440821209,9.0,Good service,1
2448,12,2023-04-12 23:00:00,3584.0,Bill Payment,8.184513753033722,10.0,Very satisfied,5
2449,918,2023-04-13 00:00:00,3797.0,Bill Payment,8.242229891372231,10.0,Unsatisfactory,5
2450,333,2023-04-13 01:00:00,1618.0,Investment,7.389563953677635,6.0,Good service,2
2451,220,2023-04-13 02:00:00,569.0,Bill Payment,6.345636360828596,9.0,Good service,3
2452,398,2023-04-13 03:00:00,4073.0,Purchase,8.31238059678675,7.0,Needs improvement,5
2453,342,2023-04-13 04:00:00,4445.0,Investment,8.399760094524142,10.0,Very satisfied,3
2454,798,2023-04-13 05:00:00,621.0,Investment,6.432940092739179,10.0,Needs improvement,3
2455,512,2023-04-13 06:00:00,2173.0,Loan Payment,7.684324067681155,10.0,Very satisfied,4
2456,172,2023-04-13 07:00:00,1891.0,Bill Payment,7.545389749611823,10.0,Excellent,2
2457,468,2023-04-13 08:00:00,4179.0,Purchase,8.338066525518801,9.0,Good service,7
2458,748,2023-04-13 09:00:00,3873.0,Purchase,8.262042843966942,10.0,Good service,9
2459,987,2023-04-13 10:00:00,3718.0,Bill Payment,8.22121009392507,9.0,Needs improvement,2
2460,166,2023-04-13 11:00:00,1719.0,Bill Payment,7.450079569807499,6.0,Needs improvement,10
2461,699,2023-04-13 12:00:00,1771.0,Loan Payment,7.4798641311650265,9.0,Good service,3
2462,170,2023-04-13 13:00:00,1702.0,Purchase,7.440146680662688,7.0,Very satisfied,2
2463,564,2023-04-13 14:00:00,1255.0,Investment,7.135687347028144,9.0,Needs improvement,2
2464,512,2023-04-13 15:00:00,135.0,Loan Payment,4.912654885736052,10.0,Very satisfied,4
2465,831,2023-04-13 16:00:00,4762.0,Loan Payment,8.46863300080086,9.0,Needs improvement,4
2466,189,2023-04-13 17:00:00,1209.0,Investment,7.098375638590786,10.0,Excellent,9
2467,120,2023-04-13 18:00:00,2721.0,Loan Payment,7.909122183211411,10.0,Needs improvement,6
2468,105,2023-04-13 19:00:00,3456.0,Bill Payment,8.148156439921625,10.0,Very satisfied,10
2469,674,2023-04-13 20:00:00,1000.0,Investment,6.90875477931522,10.0,Good service,8
2470,807,2023-04-13 21:00:00,3075.0,Investment,8.031385330625534,10.0,Very satisfied,5
2471,41,2023-04-13 22:00:00,4964.0,Purchase,8.510168576479273,3.0,Excellent,10
2472,889,2023-04-13 23:00:00,1531.0,Investment,7.3343293503005365,8.0,Very satisfied,3
2473,876,2023-04-14 00:00:00,4738.0,Loan Payment,8.463581421967588,10.0,Good service,6
2474,677,2023-04-14 01:00:00,2508.0,Purchase,7.827639546366422,9.0,Good service,1
2475,321,2023-04-14 02:00:00,2575.0,Loan Payment,7.853993087224244,8.0,Unsatisfactory,7
2476,886,2023-04-14 03:00:00,4800.0,Bill Payment,8.476579508530941,6.0,Good service,10
2477,335,2023-04-14 04:00:00,2607.0,Bill Payment,7.866338923046544,7.0,Excellent,8
2478,160,2023-04-14 05:00:00,125.0,Purchase,4.836281906951478,8.0,Excellent,1
2479,264,2023-04-14 06:00:00,1041.0,Purchase,6.948897222313312,9.0,Needs improvement,4
2480,865,2023-04-14 07:00:00,1251.0,Loan Payment,7.132497551660044,8.0,Good service,2
2481,530,2023-04-14 08:00:00,1752.0,Bill Payment,7.469083884921234,15.5,Good service,10
2482,685,2023-04-14 09:00:00,3648.0,Purchase,8.202208436436448,9.0,Unsatisfactory,2
2483,477,2023-04-14 10:00:00,4409.0,Bill Payment,8.391629968440892,10.0,Excellent,3
2484,352,2023-04-14 11:00:00,4100.0,Bill Payment,8.31898612539206,8.0,Unsatisfactory,7
2485,545,2023-04-14 12:00:00,1985.0,Bill Payment,7.593877844605118,9.0,Good service,8
2486,773,2023-04-14 13:00:00,4193.0,Loan Payment,8.341410211461865,10.0,Good service,6
2487,210,2023-04-14 14:00:00,4413.0,Loan Payment,8.392536586816682,10.0,Needs improvement,2
2488,496,2023-04-14 15:00:00,4907.0,Bill Payment,8.498621805830801,5.0,Needs improvement,7
2489,895,2023-04-14 16:00:00,173.0,Bill Payment,5.159055299214529,10.0,Unsatisfactory,2
