Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Transaction_Year,Transaction_Month,Transaction_Day,Transaction_DayOfWeek,Amount_Category
2570,622,2023-04-18 01:00:00,3954.0,Loan Payment,2023,4,18,1,Large
2571,8,2023-04-18 02:00:00,2358.0,Loan Payment,2023,4,18,1,Large
2572,69,2023-04-18 03:00:00,4334.0,Bill Payment,2023,4,18,1,Large
2573,702,2023-04-18 04:00:00,159.0,Purchase,2023,4,18,1,Small
2574,691,2023-04-18 05:00:00,3216.0,Loan Payment,2023,4,18,1,Large
2575,575,2023-04-18 06:00:00,3538.0,Bill Payment,2023,4,18,1,Large
2576,68,2023-04-18 07:00:00,1634.0,Bill Payment,2023,4,18,1,Large
2577,718,2023-04-18 08:00:00,2584.0,Investment,2023,4,18,1,Large
2578,912,2023-04-18 09:00:00,4438.0,Purchase,2023,4,18,1,Large
2579,980,2023-04-18 10:00:00,4279.0,Investment,2023,4,18,1,Large
2580,408,2023-04-18 11:00:00,3294.0,Investment,2023,4,18,1,Large
2581,518,2023-04-18 12:00:00,2118.0,Loan Payment,2023,4,18,1,Large
2582,119,2023-04-18 13:00:00,3957.0,Investment,2023,4,18,1,Large
2583,825,2023-04-18 14:00:00,4924.0,Loan Payment,2023,4,18,1,Large
2584,31,2023-04-18 15:00:00,2273.0,Investment,2023,4,18,1,Large
2585,518,2023-04-18 16:00:00,1622.0,Bill Payment,2023,4,18,1,Large
2586,483,2023-04-18 17:00:00,3825.0,Purchase,2023,4,18,1,Large
2587,207,2023-04-18 18:00:00,4729.0,Purchase,2023,4,18,1,Large
2588,669,2023-04-18 19:00:00,587.0,Purchase,2023,4,18,1,Medium
2589,579,2023-04-18 20:00:00,432.0,Bill Payment,2023,4,18,1,Small
2590,971,2023-04-18 21:00:00,2773.0,Bill Payment,2023,4,18,1,Large
2591,387,2023-04-18 22:00:00,1239.0,Investment,2023,4,18,1,Medium
2592,412,2023-04-18 23:00:00,3186.0,Investment,2023,4,18,1,Large
2593,842,2023-04-19 00:00:00,763.0,Investment,2023,4,19,2,Medium
2594,370,2023-04-19 01:00:00,4852.0,Investment,2023,4,19,2,Large
2595,353,2023-04-19 02:00:00,697.0,Purchase,2023,4,19,2,Medium
2596,944,2023-04-19 03:00:00,732.0,Investment,2023,4,19,2,Medium
2597,336,2023-04-19 04:00:00,756.0,Bill Payment,2023,4,19,2,Medium
2598,891,2023-04-19 05:00:00,4347.0,Bill Payment,2023,4,19,2,Large
2599,906,2023-04-19 06:00:00,2722.0,Bill Payment,2023,4,19,2,Large
2600,289,2023-04-19 07:00:00,717.0,Loan Payment,2023,4,19,2,Medium
2601,996,2023-04-19 08:00:00,444.0,Loan Payment,2023,4,19,2,Small
2602,963,2023-04-19 09:00:00,4886.0,Loan Payment,2023,4,19,2,Large
2603,965,2023-04-19 10:00:00,493.0,Investment,2023,4,19,2,Small
2604,140,2023-04-19 11:00:00,3528.0,Purchase,2023,4,19,2,Large
2605,953,2023-04-19 12:00:00,1543.0,Purchase,2023,4,19,2,Large
2606,300,2023-04-19 13:00:00,179.0,Investment,2023,4,19,2,Small
2607,13,2023-04-19 14:00:00,1030.0,Investment,2023,4,19,2,Medium
2608,664,2023-04-19 15:00:00,4974.0,Loan Payment,2023,4,19,2,Large
2609,428,2023-04-19 16:00:00,857.0,Bill Payment,2023,4,19,2,Medium
2610,825,2023-04-19 17:00:00,705.0,Bill Payment,2023,4,19,2,Medium
2611,864,2023-04-19 18:00:00,3356.0,Loan Payment,2023,4,19,2,Large
2612,400,2023-04-19 19:00:00,4023.0,Loan Payment,2023,4,19,2,Large
2613,992,2023-04-19 20:00:00,41.0,Purchase,2023,4,19,2,Small
2614,109,2023-04-19 21:00:00,186.0,Loan Payment,2023,4,19,2,Small
2615,485,2023-04-19 22:00:00,2974.0,Bill Payment,2023,4,19,2,Large
2616,888,2023-04-19 23:00:00,2122.0,Bill Payment,2023,4,19,2,Large
2617,356,2023-04-20 00:00:00,3896.0,Investment,2023,4,20,3,Large
2618,149,2023-04-20 01:00:00,1512.0,Purchase,2023,4,20,3,Large
2619,879,2023-04-20 02:00:00,2325.0,Investment,2023,4,20,3,Large
2620,716,2023-04-20 03:00:00,2654.0,Purchase,2023,4,20,3,Large
2621,307,2023-04-20 04:00:00,75.0,Investment,2023,4,20,3,Small
2622,533,2023-04-20 05:00:00,4238.0,Purchase,2023,4,20,3,Large
2623,60,2023-04-20 06:00:00,1938.0,Loan Payment,2023,4,20,3,Large
2624,435,2023-04-20 07:00:00,594.0,Bill Payment,2023,4,20,3,Medium
2625,21,2023-04-20 08:00:00,1758.0,Loan Payment,2023,4,20,3,Large
2626,875,2023-04-20 09:00:00,2214.0,Purchase,2023,4,20,3,Large
2627,382,2023-04-20 10:00:00,3640.0,Purchase,2023,4,20,3,Large
2628,245,2023-04-20 11:00:00,1902.0,Investment,2023,4,20,3,Large
2629,902,2023-04-20 12:00:00,2439.0,Purchase,2023,4,20,3,Large
2630,73,2023-04-20 13:00:00,3103.0,Loan Payment,2023,4,20,3,Large
2631,449,2023-04-20 14:00:00,983.0,Purchase,2023,4,20,3,Medium
2632,76,2023-04-20 15:00:00,4034.0,Purchase,2023,4,20,3,Large
2633,698,2023-04-20 16:00:00,2652.0,Investment,2023,4,20,3,Large
2634,590,2023-04-20 17:00:00,1452.0,Purchase,2023,4,20,3,Medium
2635,390,2023-04-20 18:00:00,4339.0,Investment,2023,4,20,3,Large
2636,577,2023-04-20 19:00:00,1487.0,Bill Payment,2023,4,20,3,Medium
2637,342,2023-04-20 20:00:00,780.0,Investment,2023,4,20,3,Medium
2638,290,2023-04-20 21:00:00,315.0,Purchase,2023,4,20,3,Small
2639,568,2023-04-20 22:00:00,11.0,Bill Payment,2023,4,20,3,Small
2640,331,2023-04-20 23:00:00,280.0,Purchase,2023,4,20,3,Small
2641,259,2023-04-21 00:00:00,4526.0,Investment,2023,4,21,4,Large
2642,426,2023-04-21 01:00:00,3224.0,Loan Payment,2023,4,21,4,Large
2643,702,2023-04-21 02:00:00,873.0,Bill Payment,2023,4,21,4,Medium
2644,6,2023-04-21 03:00:00,2749.0,Loan Payment,2023,4,21,4,Large
2645,6,2023-04-21 04:00:00,2924.0,Loan Payment,2023,4,21,4,Large
2646,191,2023-04-21 05:00:00,116.0,Bill Payment,2023,4,21,4,Small
2647,148,2023-04-21 06:00:00,3178.0,Loan Payment,2023,4,21,4,Large
2648,405,2023-04-21 07:00:00,4654.0,Loan Payment,2023,4,21,4,Large
2649,258,2023-04-21 08:00:00,2609.0,Loan Payment,2023,4,21,4,Large
2650,730,2023-04-21 09:00:00,2245.0,Loan Payment,2023,4,21,4,Large
2651,479,2023-04-21 10:00:00,2809.0,Bill Payment,2023,4,21,4,Large
2652,90,2023-04-21 11:00:00,1521.0,Purchase,2023,4,21,4,Large
2653,824,2023-04-21 12:00:00,28.0,Loan Payment,2023,4,21,4,Small
2654,864,2023-04-21 13:00:00,868.0,Bill Payment,2023,4,21,4,Medium
2655,10,2023-04-21 14:00:00,1426.0,Bill Payment,2023,4,21,4,Medium
2656,87,2023-04-21 15:00:00,3042.0,Bill Payment,2023,4,21,4,Large
2657,762,2023-04-21 16:00:00,4515.0,Bill Payment,2023,4,21,4,Large
2658,838,2023-04-21 17:00:00,1436.0,Investment,2023,4,21,4,Medium
2659,151,2023-04-21 18:00:00,2541.0,Purchase,2023,4,21,4,Large
2660,988,2023-04-21 19:00:00,4729.0,Purchase,2023,4,21,4,Large
2661,625,2023-04-21 20:00:00,4761.0,Loan Payment,2023,4,21,4,Large
2662,30,2023-04-21 21:00:00,4873.0,Bill Payment,2023,4,21,4,Large
2663,128,2023-04-21 22:00:00,4048.0,Investment,2023,4,21,4,Large
2664,78,2023-04-21 23:00:00,4123.0,Bill Payment,2023,4,21,4,Large
2665,421,2023-04-22 00:00:00,2241.0,Loan Payment,2023,4,22,5,Large
2666,55,2023-04-22 01:00:00,2462.0,Purchase,2023,4,22,5,Large
2667,480,2023-04-22 02:00:00,2856.0,Loan Payment,2023,4,22,5,Large
2668,305,2023-04-22 03:00:00,3212.0,Loan Payment,2023,4,22,5,Large
2669,546,2023-04-22 04:00:00,1826.0,Loan Payment,2023,4,22,5,Large
2670,105,2023-04-22 05:00:00,1790.0,Loan Payment,2023,4,22,5,Large
2671,172,2023-04-22 06:00:00,4113.0,Loan Payment,2023,4,22,5,Large
2672,499,2023-04-22 07:00:00,714.0,Loan Payment,2023,4,22,5,Medium
2673,22,2023-04-22 08:00:00,1351.0,Loan Payment,2023,4,22,5,Medium
2674,287,2023-04-22 09:00:00,3472.0,Purchase,2023,4,22,5,Large
2675,391,2023-04-22 10:00:00,3600.0,Purchase,2023,4,22,5,Large
2676,617,2023-04-22 11:00:00,1169.0,Bill Payment,2023,4,22,5,Medium
2677,149,2023-04-22 12:00:00,4636.0,Bill Payment,2023,4,22,5,Large
2678,272,2023-04-22 13:00:00,3732.0,Investment,2023,4,22,5,Large
2679,788,2023-04-22 14:00:00,3448.0,Investment,2023,4,22,5,Large
2680,299,2023-04-22 15:00:00,3570.0,Purchase,2023,4,22,5,Large
2681,172,2023-04-22 16:00:00,3092.0,Purchase,2023,4,22,5,Large
2682,47,2023-04-22 17:00:00,1725.0,Investment,2023,4,22,5,Large
2683,626,2023-04-22 18:00:00,2253.0,Purchase,2023,4,22,5,Large
2684,787,2023-04-22 19:00:00,1770.0,Investment,2023,4,22,5,Large
2685,816,2023-04-22 20:00:00,4017.0,Bill Payment,2023,4,22,5,Large
2686,992,2023-04-22 21:00:00,1806.0,Purchase,2023,4,22,5,Large
2687,207,2023-04-22 22:00:00,2685.0,Purchase,2023,4,22,5,Large
2688,453,2023-04-22 23:00:00,3246.0,Investment,2023,4,22,5,Large
2689,395,2023-04-23 00:00:00,53.0,Loan Payment,2023,4,23,6,Small
2690,975,2023-04-23 01:00:00,498.0,Loan Payment,2023,4,23,6,Small
2691,925,2023-04-23 02:00:00,4286.0,Bill Payment,2023,4,23,6,Large
2692,754,2023-04-23 03:00:00,3158.0,Purchase,2023,4,23,6,Large
2693,301,2023-04-23 04:00:00,4733.0,Purchase,2023,4,23,6,Large
2694,708,2023-04-23 05:00:00,966.0,Investment,2023,4,23,6,Medium
2695,676,2023-04-23 06:00:00,2124.0,Loan Payment,2023,4,23,6,Large
2696,176,2023-04-23 07:00:00,1125.0,Loan Payment,2023,4,23,6,Medium
2697,855,2023-04-23 08:00:00,1791.0,Bill Payment,2023,4,23,6,Large
2698,783,2023-04-23 09:00:00,2836.0,Loan Payment,2023,4,23,6,Large
2699,110,2023-04-23 10:00:00,660.0,Loan Payment,2023,4,23,6,Medium
2700,684,2023-04-23 11:00:00,1886.0,Loan Payment,2023,4,23,6,Large
2701,963,2023-04-23 12:00:00,350.0,Investment,2023,4,23,6,Small
2702,864,2023-04-23 13:00:00,2960.0,Loan Payment,2023,4,23,6,Large
2703,202,2023-04-23 14:00:00,3385.0,Bill Payment,2023,4,23,6,Large
2704,168,2023-04-23 15:00:00,2455.0,Loan Payment,2023,4,23,6,Large
2705,614,2023-04-23 16:00:00,2760.0,Bill Payment,2023,4,23,6,Large
2706,86,2023-04-23 17:00:00,2154.0,Investment,2023,4,23,6,Large
2707,654,2023-04-23 18:00:00,1364.0,Investment,2023,4,23,6,Medium
2708,959,2023-04-23 19:00:00,3286.0,Bill Payment,2023,4,23,6,Large
2709,849,2023-04-23 20:00:00,458.0,Investment,2023,4,23,6,Small
2710,725,2023-04-23 21:00:00,4182.0,Purchase,2023,4,23,6,Large
2711,51,2023-04-23 22:00:00,4654.0,Purchase,2023,4,23,6,Large
2712,112,2023-04-23 23:00:00,807.0,Purchase,2023,4,23,6,Medium
2713,463,2023-04-24 00:00:00,3506.0,Purchase,2023,4,24,0,Large
2714,442,2023-04-24 01:00:00,4920.0,Purchase,2023,4,24,0,Large
2715,271,2023-04-24 02:00:00,2192.0,Investment,2023,4,24,0,Large
2716,577,2023-04-24 03:00:00,3336.0,Bill Payment,2023,4,24,0,Large
2717,344,2023-04-24 04:00:00,655.0,Investment,2023,4,24,0,Medium
2718,183,2023-04-24 05:00:00,729.0,Loan Payment,2023,4,24,0,Medium
2719,503,2023-04-24 06:00:00,1532.0,Purchase,2023,4,24,0,Large
2720,844,2023-04-24 07:00:00,1079.0,Purchase,2023,4,24,0,Medium
2721,10,2023-04-24 08:00:00,4753.0,Investment,2023,4,24,0,Large
2722,494,2023-04-24 09:00:00,4897.0,Loan Payment,2023,4,24,0,Large
2723,234,2023-04-24 10:00:00,4684.0,Investment,2023,4,24,0,Large
2724,298,2023-04-24 11:00:00,3085.0,Bill Payment,2023,4,24,0,Large
2725,244,2023-04-24 12:00:00,3817.0,Purchase,2023,4,24,0,Large
2726,509,2023-04-24 13:00:00,3371.0,Investment,2023,4,24,0,Large
2727,351,2023-04-24 14:00:00,2166.0,Bill Payment,2023,4,24,0,Large
2728,267,2023-04-24 15:00:00,4565.0,Purchase,2023,4,24,0,Large
2729,630,2023-04-24 16:00:00,2323.0,Purchase,2023,4,24,0,Large
2730,656,2023-04-24 17:00:00,3515.0,Purchase,2023,4,24,0,Large
2731,893,2023-04-24 18:00:00,2481.5,Loan Payment,2023,4,24,0,Large
2732,201,2023-04-24 19:00:00,642.0,Investment,2023,4,24,0,Medium
2733,239,2023-04-24 20:00:00,2209.0,Purchase,2023,4,24,0,Large
2734,334,2023-04-24 21:00:00,3073.0,Purchase,2023,4,24,0,Large
2735,915,2023-04-24 22:00:00,2920.0,Bill Payment,2023,4,24,0,Large
2736,415,2023-04-24 23:00:00,632.0,Investment,2023,4,24,0,Medium
2737,969,2023-04-25 00:00:00,370.0,Bill Payment,2023,4,25,1,Small
2738,484,2023-04-25 01:00:00,2377.0,Investment,2023,4,25,1,Large
2739,437,2023-04-25 02:00:00,219.0,Purchase,2023,4,25,1,Small
2740,999,2023-04-25 03:00:00,3477.0,Loan Payment,2023,4,25,1,Large
2741,246,2023-04-25 04:00:00,940.0,Bill Payment,2023,4,25,1,Medium
2742,858,2023-04-25 05:00:00,4594.0,Loan Payment,2023,4,25,1,Large
2743,8,2023-04-25 06:00:00,3953.0,Loan Payment,2023,4,25,1,Large
2744,152,2023-04-25 07:00:00,4706.0,Loan Payment,2023,4,25,1,Large
2745,392,2023-04-25 08:00:00,4879.0,Investment,2023,4,25,1,Large
2746,211,2023-04-25 09:00:00,887.0,Investment,2023,4,25,1,Medium
2747,367,2023-04-25 10:00:00,4805.0,Loan Payment,2023,4,25,1,Large
2748,944,2023-04-25 11:00:00,2509.0,Purchase,2023,4,25,1,Large
2749,670,2023-04-25 12:00:00,2533.0,Purchase,2023,4,25,1,Large
2750,570,2023-04-25 13:00:00,4361.0,Loan Payment,2023,4,25,1,Large
2751,86,2023-04-25 14:00:00,401.0,Bill Payment,2023,4,25,1,Small
2752,55,2023-04-25 15:00:00,3912.0,Bill Payment,2023,4,25,1,Large
2753,713,2023-04-25 16:00:00,2331.0,Investment,2023,4,25,1,Large
2754,634,2023-04-25 17:00:00,4950.0,Bill Payment,2023,4,25,1,Large
2755,446,2023-04-25 18:00:00,3991.0,Purchase,2023,4,25,1,Large
2756,620,2023-04-25 19:00:00,148.0,Loan Payment,2023,4,25,1,Small
2757,304,2023-04-25 20:00:00,112.0,Bill Payment,2023,4,25,1,Small
2758,132,2023-04-25 21:00:00,493.0,Loan Payment,2023,4,25,1,Small
2759,421,2023-04-25 22:00:00,4329.0,Bill Payment,2023,4,25,1,Large
2760,904,2023-04-25 23:00:00,4083.0,Investment,2023,4,25,1,Large
2761,385,2023-04-26 00:00:00,1858.0,Purchase,2023,4,26,2,Large
2762,988,2023-04-26 01:00:00,1894.0,Investment,2023,4,26,2,Large
2763,198,2023-04-26 02:00:00,3215.0,Loan Payment,2023,4,26,2,Large
2764,47,2023-04-26 03:00:00,2171.0,Purchase,2023,4,26,2,Large
2765,740,2023-04-26 04:00:00,1474.0,Purchase,2023,4,26,2,Medium
2766,757,2023-04-26 05:00:00,653.0,Investment,2023,4,26,2,Medium
2767,203,2023-04-26 06:00:00,3446.0,Bill Payment,2023,4,26,2,Large
2768,261,2023-04-26 07:00:00,4563.0,Investment,2023,4,26,2,Large
2769,690,2023-04-26 08:00:00,620.0,Loan Payment,2023,4,26,2,Medium
2770,24,2023-04-26 09:00:00,4312.0,Bill Payment,2023,4,26,2,Large
2771,687,2023-04-26 10:00:00,1553.0,Investment,2023,4,26,2,Large
2772,786,2023-04-26 11:00:00,3549.0,Investment,2023,4,26,2,Large
2773,340,2023-04-26 12:00:00,1476.0,Bill Payment,2023,4,26,2,Medium
2774,412,2023-04-26 13:00:00,926.0,Bill Payment,2023,4,26,2,Medium
2775,973,2023-04-26 14:00:00,1191.0,Bill Payment,2023,4,26,2,Medium
2776,261,2023-04-26 15:00:00,2156.0,Investment,2023,4,26,2,Large
2777,286,2023-04-26 16:00:00,2282.0,Bill Payment,2023,4,26,2,Large
2778,513,2023-04-26 17:00:00,861.0,Bill Payment,2023,4,26,2,Medium
2779,86,2023-04-26 18:00:00,4546.0,Bill Payment,2023,4,26,2,Large
2780,850,2023-04-26 19:00:00,729.0,Purchase,2023,4,26,2,Medium
2781,430,2023-04-26 20:00:00,4690.0,Loan Payment,2023,4,26,2,Large
2782,581,2023-04-26 21:00:00,2024.0,Bill Payment,2023,4,26,2,Large
2783,31,2023-04-26 22:00:00,3482.0,Loan Payment,2023,4,26,2,Large
2784,710,2023-04-26 23:00:00,3652.0,Bill Payment,2023,4,26,2,Large
2785,603,2023-04-27 00:00:00,3880.0,Bill Payment,2023,4,27,3,Large
2786,440,2023-04-27 01:00:00,73.0,Purchase,2023,4,27,3,Small
2787,985,2023-04-27 02:00:00,4873.0,Purchase,2023,4,27,3,Large
2788,349,2023-04-27 03:00:00,569.0,Bill Payment,2023,4,27,3,Medium
2789,895,2023-04-27 04:00:00,1743.0,Bill Payment,2023,4,27,3,Large
2790,412,2023-04-27 05:00:00,679.0,Bill Payment,2023,4,27,3,Medium
2791,528,2023-04-27 06:00:00,3904.0,Loan Payment,2023,4,27,3,Large
2792,310,2023-04-27 07:00:00,1552.0,Bill Payment,2023,4,27,3,Large
2793,949,2023-04-27 08:00:00,1281.0,Loan Payment,2023,4,27,3,Medium
2794,396,2023-04-27 09:00:00,2425.0,Purchase,2023,4,27,3,Large
2795,788,2023-04-27 10:00:00,2801.0,Loan Payment,2023,4,27,3,Large
2796,338,2023-04-27 11:00:00,4723.0,Bill Payment,2023,4,27,3,Large
2797,674,2023-04-27 12:00:00,3064.0,Purchase,2023,4,27,3,Large
2798,437,2023-04-27 13:00:00,2468.0,Investment,2023,4,27,3,Large
2799,704,2023-04-27 14:00:00,3075.0,Purchase,2023,4,27,3,Large
2800,663,2023-04-27 15:00:00,1173.0,Investment,2023,4,27,3,Medium
2801,365,2023-04-27 16:00:00,4569.0,Loan Payment,2023,4,27,3,Large
2802,923,2023-04-27 17:00:00,2759.0,Purchase,2023,4,27,3,Large
2803,113,2023-04-27 18:00:00,1958.0,Purchase,2023,4,27,3,Large
2804,785,2023-04-27 19:00:00,69.0,Purchase,2023,4,27,3,Small
2805,176,2023-04-27 20:00:00,3112.0,Loan Payment,2023,4,27,3,Large
2806,149,2023-04-27 21:00:00,342.0,Bill Payment,2023,4,27,3,Small
2807,178,2023-04-27 22:00:00,4181.0,Loan Payment,2023,4,27,3,Large
2808,936,2023-04-27 23:00:00,199.0,Purchase,2023,4,27,3,Small
2809,382,2023-04-28 00:00:00,3570.0,Bill Payment,2023,4,28,4,Large
2810,223,2023-04-28 01:00:00,305.0,Purchase,2023,4,28,4,Small
2811,259,2023-04-28 02:00:00,2558.0,Purchase,2023,4,28,4,Large
2812,785,2023-04-28 03:00:00,186.0,Investment,2023,4,28,4,Small
2813,189,2023-04-28 04:00:00,809.0,Purchase,2023,4,28,4,Medium
2814,306,2023-04-28 05:00:00,815.0,Loan Payment,2023,4,28,4,Medium
2815,378,2023-04-28 06:00:00,1752.0,Loan Payment,2023,4,28,4,Large
2816,602,2023-04-28 07:00:00,224.0,Loan Payment,2023,4,28,4,Small
2817,343,2023-04-28 08:00:00,1889.0,Bill Payment,2023,4,28,4,Large
2818,774,2023-04-28 09:00:00,2710.0,Investment,2023,4,28,4,Large
2819,156,2023-04-28 10:00:00,606.0,Investment,2023,4,28,4,Medium
2820,712,2023-04-28 11:00:00,1727.0,Purchase,2023,4,28,4,Large
2821,55,2023-04-28 12:00:00,1365.0,Purchase,2023,4,28,4,Medium
2822,766,2023-04-28 13:00:00,4233.0,Investment,2023,4,28,4,Large
2823,442,2023-04-28 14:00:00,1302.0,Bill Payment,2023,4,28,4,Medium
2824,685,2023-04-28 15:00:00,2608.0,Loan Payment,2023,4,28,4,Large
2825,200,2023-04-28 16:00:00,3447.0,Purchase,2023,4,28,4,Large
2826,403,2023-04-28 17:00:00,4724.0,Investment,2023,4,28,4,Large
2827,614,2023-04-28 18:00:00,151.0,Bill Payment,2023,4,28,4,Small
2828,797,2023-04-28 19:00:00,3226.0,Loan Payment,2023,4,28,4,Large
2829,663,2023-04-28 20:00:00,2849.0,Purchase,2023,4,28,4,Large
2830,623,2023-04-28 21:00:00,4350.0,Loan Payment,2023,4,28,4,Large
2831,928,2023-04-28 22:00:00,3523.0,Loan Payment,2023,4,28,4,Large
2832,778,2023-04-28 23:00:00,2760.0,Investment,2023,4,28,4,Large
2833,603,2023-04-29 00:00:00,1724.0,Investment,2023,4,29,5,Large
2834,177,2023-04-29 01:00:00,1145.0,Loan Payment,2023,4,29,5,Medium
2835,449,2023-04-29 02:00:00,3731.0,Loan Payment,2023,4,29,5,Large
2836,743,2023-04-29 03:00:00,1919.0,Purchase,2023,4,29,5,Large
2837,541,2023-04-29 04:00:00,2257.0,Bill Payment,2023,4,29,5,Large
2838,955,2023-04-29 05:00:00,4526.0,Bill Payment,2023,4,29,5,Large
2839,301,2023-04-29 06:00:00,4112.0,Loan Payment,2023,4,29,5,Large
2840,707,2023-04-29 07:00:00,1558.0,Investment,2023,4,29,5,Large
2841,307,2023-04-29 08:00:00,2649.0,Bill Payment,2023,4,29,5,Large
2842,751,2023-04-29 09:00:00,4776.0,Loan Payment,2023,4,29,5,Large
2843,869,2023-04-29 10:00:00,4521.0,Investment,2023,4,29,5,Large
2844,991,2023-04-29 11:00:00,2841.0,Purchase,2023,4,29,5,Large
2845,896,2023-04-29 12:00:00,1016.0,Bill Payment,2023,4,29,5,Medium
2846,267,2023-04-29 13:00:00,3231.0,Purchase,2023,4,29,5,Large
2847,214,2023-04-29 14:00:00,3072.0,Investment,2023,4,29,5,Large
2848,594,2023-04-29 15:00:00,4533.0,Loan Payment,2023,4,29,5,Large
2849,640,2023-04-29 16:00:00,3062.0,Purchase,2023,4,29,5,Large
2850,483,2023-04-29 17:00:00,4439.0,Loan Payment,2023,4,29,5,Large
2851,262,2023-04-29 18:00:00,2329.0,Bill Payment,2023,4,29,5,Large
2852,67,2023-04-29 19:00:00,3549.0,Purchase,2023,4,29,5,Large
2853,574,2023-04-29 20:00:00,2376.0,Bill Payment,2023,4,29,5,Large
2854,133,2023-04-29 21:00:00,536.0,Bill Payment,2023,4,29,5,Medium
2855,649,2023-04-29 22:00:00,2817.0,Bill Payment,2023,4,29,5,Large
2856,540,2023-04-29 23:00:00,1205.0,Bill Payment,2023,4,29,5,Medium
2857,512,2023-04-30 00:00:00,1763.0,Bill Payment,2023,4,30,6,Large
2858,211,2023-04-30 01:00:00,1682.0,Investment,2023,4,30,6,Large
2859,988,2023-04-30 02:00:00,2038.0,Purchase,2023,4,30,6,Large
2860,987,2023-04-30 03:00:00,1664.0,Loan Payment,2023,4,30,6,Large
2861,717,2023-04-30 04:00:00,4559.0,Loan Payment,2023,4,30,6,Large
2862,253,2023-04-30 05:00:00,4851.0,Investment,2023,4,30,6,Large
2863,38,2023-04-30 06:00:00,4051.0,Loan Payment,2023,4,30,6,Large
2864,43,2023-04-30 07:00:00,857.0,Loan Payment,2023,4,30,6,Medium
2865,629,2023-04-30 08:00:00,877.0,Loan Payment,2023,4,30,6,Medium
2866,405,2023-04-30 09:00:00,783.0,Purchase,2023,4,30,6,Medium
2867,987,2023-04-30 10:00:00,552.0,Loan Payment,2023,4,30,6,Medium
2868,702,2023-04-30 11:00:00,4427.0,Purchase,2023,4,30,6,Large
2869,46,2023-04-30 12:00:00,795.0,Loan Payment,2023,4,30,6,Medium
2870,454,2023-04-30 13:00:00,3315.0,Loan Payment,2023,4,30,6,Large
2871,678,2023-04-30 14:00:00,4645.0,Purchase,2023,4,30,6,Large
2872,305,2023-04-30 15:00:00,2893.0,Investment,2023,4,30,6,Large
2873,715,2023-04-30 16:00:00,458.0,Loan Payment,2023,4,30,6,Small
2874,233,2023-04-30 17:00:00,3320.0,Bill Payment,2023,4,30,6,Large
2875,245,2023-04-30 18:00:00,4595.0,Bill Payment,2023,4,30,6,Large
2876,721,2023-04-30 19:00:00,1915.0,Investment,2023,4,30,6,Large
2877,760,2023-04-30 20:00:00,4569.0,Bill Payment,2023,4,30,6,Large
2878,295,2023-04-30 21:00:00,4419.0,Purchase,2023,4,30,6,Large
2879,839,2023-04-30 22:00:00,3261.0,Loan Payment,2023,4,30,6,Large
2880,383,2023-04-30 23:00:00,394.0,Loan Payment,2023,4,30,6,Small
2881,158,2023-05-01 00:00:00,304.0,Loan Payment,2023,5,1,0,Small
2882,405,2023-05-01 01:00:00,2481.5,Loan Payment,2023,5,1,0,Large
2883,1,2023-05-01 02:00:00,4867.0,Bill Payment,2023,5,1,0,Large
2884,217,2023-05-01 03:00:00,2826.0,Bill Payment,2023,5,1,0,Large
2885,928,2023-05-01 04:00:00,1108.0,Bill Payment,2023,5,1,0,Medium
2886,507,2023-05-01 05:00:00,1747.0,Purchase,2023,5,1,0,Large
2887,761,2023-05-01 06:00:00,2199.0,Bill Payment,2023,5,1,0,Large
2888,904,2023-05-01 07:00:00,2481.5,Bill Payment,2023,5,1,0,Large
2889,581,2023-05-01 08:00:00,1232.0,Loan Payment,2023,5,1,0,Medium
2890,30,2023-05-01 09:00:00,3252.0,Bill Payment,2023,5,1,0,Large
2891,627,2023-05-01 10:00:00,3909.0,Investment,2023,5,1,0,Large
2892,520,2023-05-01 11:00:00,4333.0,Investment,2023,5,1,0,Large
2893,881,2023-05-01 12:00:00,420.0,Loan Payment,2023,5,1,0,Small
2894,275,2023-05-01 13:00:00,3009.0,Bill Payment,2023,5,1,0,Large
2895,492,2023-05-01 14:00:00,2955.0,Investment,2023,5,1,0,Large
2896,827,2023-05-01 15:00:00,4796.0,Investment,2023,5,1,0,Large
2897,951,2023-05-01 16:00:00,887.0,Purchase,2023,5,1,0,Medium
2898,926,2023-05-01 17:00:00,796.0,Loan Payment,2023,5,1,0,Medium
2899,847,2023-05-01 18:00:00,2119.0,Investment,2023,5,1,0,Large
2900,36,2023-05-01 19:00:00,1996.0,Investment,2023,5,1,0,Large
2901,311,2023-05-01 20:00:00,888.0,Loan Payment,2023,5,1,0,Medium
2902,44,2023-05-01 21:00:00,1617.0,Bill Payment,2023,5,1,0,Large
2903,155,2023-05-01 22:00:00,2481.5,Loan Payment,2023,5,1,0,Large
2904,77,2023-05-01 23:00:00,80.0,Purchase,2023,5,1,0,Small
2905,590,2023-05-02 00:00:00,2320.0,Purchase,2023,5,2,1,Large
2906,613,2023-05-02 01:00:00,4411.0,Purchase,2023,5,2,1,Large
2907,438,2023-05-02 02:00:00,3305.0,Investment,2023,5,2,1,Large
2908,432,2023-05-02 03:00:00,771.0,Bill Payment,2023,5,2,1,Medium
2909,542,2023-05-02 04:00:00,2481.5,Purchase,2023,5,2,1,Large
2910,39,2023-05-02 05:00:00,2131.0,Loan Payment,2023,5,2,1,Large
